id,ngan_sach_trieu,so_ngay,so_nguoi,muc_dich,nhom_tuoi,gioi_tinh,mua,dia_diem,kenh_dat,danh_gia,khach_quay_lai,tu_den,hang_hang_khong,loai_khach_san,ho_boi,DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai,HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh,services_list,activities_list
4207,12.2,2,2,Trang_Mat,35_44,Nam,Mua_Dong,Ha_Noi,Truc_Tiep,4,1,Can_Tho,VietJet_Air,Hotel_4_Star,0,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
4208,34.3,4,3,Trang_Mat,25_34,Nu,Mua_Xuan,Hue,Truc_Tiep,4,0,Ha_Noi,Bamboo_Airways,Resort_5_Star,1,1,0,0,0,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
4209,39.5,5,5,Nghi_Duong,Tren_55,Nam,Mua_Ha,Ha_Noi,Mobile_App,4,1,Can_Tho,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,0,0,1,0,0,DV_Khach_San_Homestay,HD_Am_Thuc
4210,8.1,1,4,Kham_Pha,18_24,Nam,Mua_Ha,Ha_Long,Zalo_OA,5,0,Da_Nang,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4211,19.4,7,3,Nghi_Duong,25_34,Nam,Mua_Thu,Hue,Zalo_OA,5,1,Da_Nang,Bamboo_Airways,Hotel_3_Star,0,0,0,0,0,1,0,0,1,1,0,0,DV_Thue_Xe_Tu_Lai,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4212,36.2,4,4,Trang_Mat,18_24,Nam,Mua_Ha,Da_Nang,Mobile_App,4,1,Ha_Noi,Vietravel_Airlines,Resort_5_Star,1,0,1,1,0,0,0,0,0,1,1,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Am_Thuc,HD_Check_In"
4213,8.5,3,2,Cong_Tac,45_54,Nam,Mua_Xuan,HCMC,Website,4,0,Hai_Phong,VietJet_Air,Homestay,0,0,0,0,0,0,0,0,0,1,0,0,,HD_Am_Thuc
4214,12.7,1,5,Cong_Tac,45_54,Nu,Mua_Ha,Da_Nang,Truc_Tiep,3,1,Hai_Phong,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,0,0,1,0,0,0,0,0,DV_Khach_San_Homestay,HD_Tam_Bien
4215,5.0,3,2,Trang_Mat,Tren_55,Nam,Mua_Thu,Da_Nang,Mobile_App,4,1,HCMC,VietJet_Air,Homestay,0,1,1,1,0,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Check_In"
4216,28.5,7,5,Nghi_Duong,35_44,Nam,Mua_Ha,Nha_Trang,Zalo_OA,4,0,Can_Tho,Bamboo_Airways,Hotel_3_Star,0,0,0,0,1,1,1,0,0,0,1,1,"DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
4217,35.8,5,2,Kham_Pha,25_34,Nam,Mua_Ha,HCMC,Truc_Tiep,5,0,Hai_Phong,Vietnam_Airlines,Resort_5_Star,1,1,0,0,1,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4218,26.1,5,1,Trang_Mat,45_54,Nam,Mua_Thu,Sapa,Zalo_OA,3,1,Da_Nang,Vietravel_Airlines,Resort_5_Star,1,1,1,1,0,0,0,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
4219,9.5,1,3,Trang_Mat,Tren_55,Nam,Mua_Xuan,Da_Lat,Truc_Tiep,5,1,Can_Tho,Vietnam_Airlines,Hotel_3_Star,0,0,0,0,0,0,0,1,0,0,1,0,,"HD_Leo_Nui_Trekking,HD_Check_In"
4220,6.3,1,2,Trang_Mat,Tren_55,Nam,Mua_Thu,Da_Lat,Mobile_App,3,1,HCMC,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,1,0,0,1,1,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
4221,11.6,4,1,Kham_Pha,35_44,Nu,Mua_Xuan,Ha_Long,Zalo_OA,3,1,Ha_Noi,Vietravel_Airlines,Homestay,0,0,0,0,1,1,0,0,1,1,0,0,"DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4222,17.0,5,2,Cong_Tac,35_44,Nam,Mua_Thu,Hue,Truc_Tiep,3,1,Hai_Phong,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4223,12.4,3,2,Trang_Mat,35_44,Nam,Mua_Xuan,Phu_Quoc,Website,4,0,Can_Tho,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,1,1,0,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",HD_Check_In
4224,25.9,6,2,Nghi_Duong,35_44,Nam,Mua_Thu,Hue,Truc_Tiep,3,0,Hai_Phong,Vietnam_Airlines,Resort_5_Star,1,1,0,0,0,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4225,8.6,2,2,Trang_Mat,35_44,Nam,Mua_Dong,Da_Nang,Mobile_App,4,1,Can_Tho,VietJet_Air,Hotel_3_Star,0,1,0,0,0,0,1,0,0,0,0,0,DV_Khach_San_Homestay,HD_Tam_Bien
4226,9.4,2,1,Trang_Mat,Tren_55,Nu,Mua_Xuan,Hue,Zalo_OA,5,0,Da_Nang,VietJet_Air,Homestay,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4227,30.2,3,3,Nghi_Duong,Tren_55,Nu,Mua_Xuan,Mui_Ne,Truc_Tiep,3,0,Da_Nang,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,1,0,0,0,0,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Nghi_Duong_Chua_Lanh"
4228,8.4,1,2,Trang_Mat,18_24,Nu,Mua_Dong,HCMC,Zalo_OA,3,0,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4229,3.2,2,2,Trang_Mat,Tren_55,Nam,Mua_Ha,Nha_Trang,Zalo_OA,4,1,Can_Tho,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,1,0,0,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Am_Thuc,HD_Check_In"
4230,5.5,1,2,Kham_Pha,Tren_55,Nu,Mua_Ha,HCMC,Zalo_OA,5,1,Can_Tho,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
4231,7.3,1,4,Cong_Tac,25_34,Nam,Mua_Ha,Da_Lat,Zalo_OA,4,0,HCMC,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,1,0,0,1,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Check_In"
4232,23.3,3,5,Trang_Mat,45_54,Nam,Mua_Xuan,HCMC,Truc_Tiep,3,0,Can_Tho,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
4233,7.0,2,2,Kham_Pha,18_24,Nam,Mua_Dong,Ha_Long,Mobile_App,5,1,Hai_Phong,Vietnam_Airlines,Homestay,0,0,0,0,1,0,0,0,1,1,0,0,DV_Tour_Va_Khu_Vui_Choi,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4234,28.1,7,2,Cong_Tac,35_44,Nu,Mua_Thu,Hoi_An,Website,5,1,Hai_Phong,Bamboo_Airways,Resort_5_Star,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4235,21.2,5,2,Cong_Tac,18_24,Nam,Mua_Xuan,HCMC,Website,3,0,Ha_Noi,Bamboo_Airways,Resort_5_Star,1,1,1,0,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4236,7.8,3,2,Cong_Tac,35_44,Nam,Mua_Thu,Da_Lat,Mobile_App,5,0,Hai_Phong,Vietravel_Airlines,Hotel_3_Star,0,0,0,0,0,0,0,1,0,0,0,0,,HD_Leo_Nui_Trekking
4237,8.5,2,3,Kham_Pha,Tren_55,Nu,Mua_Xuan,Hue,Mobile_App,4,1,Hai_Phong,VietJet_Air,Homestay,0,1,0,0,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
4238,6.4,3,5,Kham_Pha,25_34,Nu,Mua_Dong,Hue,Truc_Tiep,5,0,HCMC,Vietravel_Airlines,Homestay,0,1,1,1,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4239,12.8,4,5,Kham_Pha,35_44,Nam,Mua_Xuan,Ha_Noi,Zalo_OA,3,1,HCMC,VietJet_Air,Hotel_4_Star,0,1,1,0,1,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
4240,22.3,5,2,Nghi_Duong,35_44,Nam,Mua_Thu,Phu_Quoc,Zalo_OA,4,0,HCMC,Vietnam_Airlines,Hotel_4_Star,0,1,0,0,0,0,1,0,0,0,1,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
4241,24.6,7,2,Cong_Tac,35_44,Nam,Mua_Xuan,Sapa,Truc_Tiep,4,0,Can_Tho,VietJet_Air,Resort_5_Star,1,1,0,0,0,0,0,0,0,0,1,0,DV_Khach_San_Homestay,HD_Check_In
4242,20.2,5,2,Cong_Tac,45_54,Nu,Mua_Thu,Da_Nang,Truc_Tiep,3,1,Hai_Phong,Vietravel_Airlines,Resort_5_Star,1,1,1,1,0,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tam_Bien
4243,11.9,1,2,Kham_Pha,45_54,Nam,Mua_Xuan,HCMC,Website,5,1,Hai_Phong,Vietravel_Airlines,Hotel_4_Star,1,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4244,11.2,2,5,Kham_Pha,Tren_55,Nu,Mua_Thu,Nha_Trang,Truc_Tiep,5,0,Da_Nang,Bamboo_Airways,Hotel_4_Star,1,1,0,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
4245,9.8,2,5,Trang_Mat,35_44,Nu,Mua_Ha,Hue,Mobile_App,4,0,Da_Nang,VietJet_Air,Hotel_4_Star,1,1,1,0,0,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Tham_Quan_Di_Tich
4246,39.6,6,2,Nghi_Duong,18_24,Nu,Mua_Thu,Sapa,Truc_Tiep,4,0,HCMC,Vietravel_Airlines,Hotel_4_Star,0,1,0,0,0,0,0,1,0,0,1,1,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
4247,10.6,1,2,Cong_Tac,45_54,Nu,Mua_Ha,Sapa,Zalo_OA,4,1,HCMC,Vietravel_Airlines,Hotel_4_Star,1,1,1,1,0,0,0,1,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Leo_Nui_Trekking
4248,7.8,4,2,Kham_Pha,25_34,Nam,Mua_Thu,Mui_Ne,Zalo_OA,5,1,Da_Nang,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
4249,12.3,1,3,Trang_Mat,Tren_55,Nam,Mua_Thu,Ha_Noi,Website,5,0,Ha_Noi,None,Homestay,0,0,1,1,0,0,0,0,1,1,0,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4250,9.8,1,2,Kham_Pha,35_44,Nu,Mua_Ha,Hue,Truc_Tiep,3,0,Ha_Noi,VietJet_Air,Homestay,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4251,11.4,4,5,Trang_Mat,Tren_55,Nam,Mua_Thu,Sapa,Website,3,0,Can_Tho,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,0,0,0,1,1,DV_Khach_San_Homestay,"HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
4252,38.3,5,2,Cong_Tac,25_34,Nam,Mua_Xuan,Nha_Trang,Website,5,0,Ha_Noi,Vietnam_Airlines,Resort_5_Star,1,1,1,1,1,1,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc"
4253,31.2,7,5,Nghi_Duong,35_44,Nu,Mua_Thu,Da_Lat,Mobile_App,4,0,Hai_Phong,Bamboo_Airways,Homestay,0,1,0,0,0,1,0,1,0,0,0,1,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Nghi_Duong_Chua_Lanh"
4254,22.6,5,2,Trang_Mat,45_54,Nu,Mua_Dong,Da_Lat,Website,4,1,Can_Tho,Bamboo_Airways,Resort_5_Star,0,1,1,0,0,0,0,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
4255,8.8,3,5,Cong_Tac,18_24,Nam,Mua_Thu,Da_Lat,Truc_Tiep,4,1,Can_Tho,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,1,0,0,1,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Check_In"
4256,29.3,5,2,Trang_Mat,35_44,Nu,Mua_Ha,Phu_Quoc,Truc_Tiep,4,0,HCMC,Vietnam_Airlines,Resort_5_Star,1,1,0,0,1,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In"
4257,4.1,3,3,Kham_Pha,Tren_55,Nu,Mua_Xuan,Ha_Noi,Zalo_OA,4,1,Ha_Noi,None,Hotel_3_Star,0,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
4258,5.3,3,1,Kham_Pha,18_24,Nu,Mua_Dong,Ha_Noi,Website,5,0,Can_Tho,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
4259,29.3,4,3,Nghi_Duong,35_44,Nu,Mua_Thu,Phu_Quoc,Website,3,0,HCMC,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,1,0,0,0,0,1,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Nghi_Duong_Chua_Lanh"
4260,35.4,4,2,Nghi_Duong,18_24,Nam,Mua_Thu,Ha_Long,Truc_Tiep,5,0,Can_Tho,VietJet_Air,Hotel_3_Star,0,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4261,38.1,7,3,Kham_Pha,45_54,Nam,Mua_Ha,Hue,Website,4,1,Can_Tho,VietJet_Air,Resort_5_Star,0,1,0,0,1,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Tham_Quan_Di_Tich
4262,3.1,3,3,Kham_Pha,45_54,Nam,Mua_Xuan,Hoi_An,Truc_Tiep,5,1,Can_Tho,Bamboo_Airways,Homestay,0,0,0,0,1,0,0,0,1,0,0,0,DV_Tour_Va_Khu_Vui_Choi,HD_Tham_Quan_Di_Tich
4263,43.0,4,1,Nghi_Duong,45_54,Nam,Mua_Xuan,Phu_Quoc,Mobile_App,5,0,Ha_Noi,Vietravel_Airlines,Hotel_3_Star,0,1,1,1,0,0,1,0,0,0,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Nghi_Duong_Chua_Lanh"
4264,42.2,6,3,Kham_Pha,Tren_55,Nam,Mua_Thu,Ha_Noi,Mobile_App,4,1,Ha_Noi,None,Resort_5_Star,0,1,1,1,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4265,5.1,2,4,Cong_Tac,18_24,Nu,Mua_Dong,Sapa,Zalo_OA,3,0,Da_Nang,VietJet_Air,Hotel_4_Star,1,1,1,0,0,0,0,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
4266,8.3,4,5,Kham_Pha,Tren_55,Nu,Mua_Xuan,HCMC,Mobile_App,3,1,Da_Nang,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4267,27.0,3,1,Kham_Pha,25_34,Nam,Mua_Thu,Hue,Website,4,0,Hai_Phong,Bamboo_Airways,Resort_5_Star,1,1,0,0,1,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4268,7.4,4,1,Trang_Mat,35_44,Nam,Mua_Xuan,Ha_Noi,Zalo_OA,4,1,HCMC,VietJet_Air,Homestay,0,0,0,0,0,0,0,0,0,1,0,0,,HD_Am_Thuc
4269,41.2,7,5,Nghi_Duong,18_24,Nam,Mua_Ha,HCMC,Truc_Tiep,3,0,Ha_Noi,Vietravel_Airlines,Hotel_4_Star,1,0,1,1,0,0,0,0,1,0,0,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Tham_Quan_Di_Tich
4270,11.3,1,3,Trang_Mat,Tren_55,Nam,Mua_Xuan,Da_Nang,Website,5,1,Can_Tho,VietJet_Air,Homestay,0,1,0,0,0,0,1,0,0,0,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Check_In"
4271,12.1,4,2,Kham_Pha,Tren_55,Nu,Mua_Dong,HCMC,Zalo_OA,5,0,Hai_Phong,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4272,8.7,3,5,Kham_Pha,25_34,Nam,Mua_Thu,Mui_Ne,Zalo_OA,5,0,Da_Nang,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,1,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In"
4273,11.5,4,5,Kham_Pha,35_44,Nu,Mua_Xuan,Hoi_An,Zalo_OA,3,1,Can_Tho,Vietnam_Airlines,Hotel_3_Star,0,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
4274,18.4,7,1,Cong_Tac,Tren_55,Nam,Mua_Dong,Ha_Noi,Truc_Tiep,5,1,Can_Tho,Vietravel_Airlines,Resort_5_Star,1,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
4275,27.7,3,2,Nghi_Duong,18_24,Nu,Mua_Xuan,Da_Nang,Mobile_App,3,1,Da_Nang,None,Hotel_3_Star,0,1,0,0,0,0,1,0,0,0,1,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
4276,12.1,1,5,Cong_Tac,45_54,Nam,Mua_Xuan,Hoi_An,Website,5,0,Can_Tho,Vietravel_Airlines,Hotel_4_Star,0,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
4277,19.6,7,2,Nghi_Duong,25_34,Nam,Mua_Ha,Hue,Mobile_App,5,0,Da_Nang,Bamboo_Airways,Resort_5_Star,0,1,0,0,0,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4278,12.4,2,4,Trang_Mat,Tren_55,Nam,Mua_Thu,Mui_Ne,Zalo_OA,3,1,Can_Tho,Vietravel_Airlines,Hotel_4_Star,1,1,0,0,0,0,1,0,0,1,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
4279,13.0,1,2,Trang_Mat,18_24,Nu,Mua_Dong,Ha_Noi,Zalo_OA,3,1,Can_Tho,VietJet_Air,Homestay,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4280,44.3,4,5,Nghi_Duong,25_34,Nam,Mua_Dong,Da_Nang,Mobile_App,5,1,Hai_Phong,Vietravel_Airlines,Hotel_3_Star,0,1,1,0,0,1,1,0,0,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
4281,6.5,3,1,Kham_Pha,45_54,Nu,Mua_Ha,Nha_Trang,Mobile_App,3,0,Da_Nang,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,0,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Am_Thuc,HD_Check_In"
4282,13.6,2,5,Trang_Mat,45_54,Nam,Mua_Ha,Da_Nang,Truc_Tiep,4,1,Can_Tho,Vietravel_Airlines,Hotel_3_Star,0,0,0,0,0,0,1,0,0,1,0,0,,"HD_Tam_Bien,HD_Am_Thuc"
4283,44.7,3,2,Nghi_Duong,35_44,Nu,Mua_Thu,Hoi_An,Mobile_App,3,1,Can_Tho,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,1,0,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",
4284,12.0,3,2,Cong_Tac,18_24,Nu,Mua_Thu,Hue,Zalo_OA,4,0,Hai_Phong,Vietnam_Airlines,Hotel_4_Star,1,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4285,3.1,2,2,Trang_Mat,35_44,Nu,Mua_Thu,Hoi_An,Truc_Tiep,5,1,Ha_Noi,VietJet_Air,Homestay,0,0,0,0,0,0,0,0,1,1,0,0,,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4286,15.2,3,1,Trang_Mat,18_24,Nam,Mua_Ha,Da_Nang,Zalo_OA,3,1,Da_Nang,None,Resort_5_Star,1,1,0,0,0,0,1,0,0,0,0,0,DV_Khach_San_Homestay,HD_Tam_Bien
4287,11.8,1,2,Trang_Mat,25_34,Nam,Mua_Ha,Hue,Zalo_OA,3,1,Ha_Noi,Vietravel_Airlines,Hotel_3_Star,0,1,0,0,0,1,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Am_Thuc
4288,21.9,4,2,Nghi_Duong,25_34,Nam,Mua_Dong,Hoi_An,Mobile_App,4,0,Da_Nang,Vietnam_Airlines,Homestay,0,1,0,0,0,1,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Tham_Quan_Di_Tich
4289,10.8,1,3,Cong_Tac,25_34,Nam,Mua_Dong,Sapa,Mobile_App,5,1,Da_Nang,Bamboo_Airways,Hotel_4_Star,1,1,0,0,0,1,0,1,0,0,1,1,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
4290,9.1,1,2,Cong_Tac,25_34,Nam,Mua_Xuan,Phu_Quoc,Truc_Tiep,4,0,Hai_Phong,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In"
4291,13.3,3,2,Kham_Pha,45_54,Nu,Mua_Thu,Sapa,Website,5,0,Ha_Noi,VietJet_Air,Hotel_4_Star,1,1,0,0,1,0,0,1,0,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Leo_Nui_Trekking,HD_Check_In"
4292,31.2,7,3,Nghi_Duong,18_24,Nam,Mua_Xuan,Ha_Long,Zalo_OA,4,1,Ha_Noi,Bamboo_Airways,Hotel_3_Star,0,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
4293,40.4,6,2,Trang_Mat,35_44,Nu,Mua_Xuan,Hue,Truc_Tiep,5,0,HCMC,Bamboo_Airways,Resort_5_Star,1,1,1,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
