tourist_id,gioi_tinh,nhom_tuoi,muc_dich,so_nguoi,ngan_sach_trieu,so_ngay,mua,dia_diem,kenh_dat,danh_gia,khach_quay_lai,DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai,HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh,services_list,activities_list
KH4522,Nu,46-55,Cong_Tac,2,9.7,6,Dong,Ha_Noi,App_Di_Dong,3.5,1,1,0,0,0,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4523,Nam,18-25,Di_Mot_Minh,1,13.6,8,Dong,Nha_Trang,Truc_Tiep,3.0,0,0,1,0,1,0,1,0,0,1,1,1,"DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH4524,Nam,55+,Gia_Dinh,4,19.9,3,Xuan,Ha_Noi,Truc_Tiep,5.0,1,1,1,1,1,1,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4525,Nu,55+,Cong_Tac,4,15.6,4,Dong,Hoi_An,Website_OTA,4.0,0,1,0,0,1,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4526,Nu,36-45,Di_Mot_Minh,6,115.0,5,Xuan,Ha_Long,Truc_Tiep,4.0,1,1,1,1,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH4527,Nam,36-45,Ban_Be,5,50.7,4,Xuan,Mui_Ne,App_Di_Dong,4.5,0,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
KH4528,Nam,46-55,Cong_Tac,3,48.6,4,Dong,Ha_Long,App_Di_Dong,4.0,1,1,1,1,0,0,1,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH4529,Nam,55+,Di_Mot_Minh,4,36.3,5,Ha,Hue,Super_App_Vi_Dien_Tu,4.5,0,1,1,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4530,Nam,18-25,Gia_Dinh,1,2.5,3,Thu,HCMC,Super_App_Vi_Dien_Tu,2.5,0,1,0,0,1,1,0,1,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4531,Nam,46-55,Tuan_Trang_Mat,6,26.5,4,Ha,HCMC,App_Di_Dong,4.0,1,1,1,1,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH4532,Nam,36-45,Gia_Dinh,1,11.8,6,Dong,Da_Lat,App_Di_Dong,3.5,1,1,1,1,0,0,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH4533,Nu,26-35,Di_Mot_Minh,1,7.1,5,Xuan,Da_Lat,Super_App_Vi_Dien_Tu,4.0,0,1,0,0,0,0,0,1,0,1,1,1,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH4534,Nam,18-25,Cong_Tac,2,12.7,5,Xuan,Ha_Noi,Website_OTA,2.5,0,0,1,0,1,0,0,0,1,1,0,0,"DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4535,Nu,26-35,Kham_Pha,2,3.1,2,Dong,Hoi_An,App_Di_Dong,2.5,0,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4536,Nu,26-35,Tuan_Trang_Mat,1,5.9,3,Dong,Sapa,App_Di_Dong,3.0,0,0,0,0,0,1,0,1,0,1,0,0,DV_Thue_Xe_Tu_Lai,"HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH4537,Nu,36-45,Kham_Pha,4,6.1,2,Thu,Hue,Website_OTA,2.5,1,1,0,0,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH4538,Nam,18-25,Kham_Pha,4,35.4,7,Thu,Sapa,Super_App_Vi_Dien_Tu,2.5,1,1,0,0,1,1,0,1,0,1,1,1,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH4539,Nam,36-45,Ban_Be,5,20.5,4,Dong,Mui_Ne,App_Di_Dong,3.0,1,1,0,0,0,0,1,0,0,1,0,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH4540,Nu,36-45,Kham_Pha,3,23.6,4,Ha,Sapa,Truc_Tiep,3.5,0,1,0,0,0,1,0,1,0,0,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Leo_Nui_Trekking
KH4541,Nu,36-45,Cong_Tac,1,4.8,8,Dong,Hoi_An,Super_App_Vi_Dien_Tu,3.0,1,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4542,Nu,36-45,Kham_Pha,3,26.4,6,Xuan,Sapa,Truc_Tiep,3.5,0,1,0,0,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH4543,Nu,46-55,Tuan_Trang_Mat,2,7.5,4,Ha,Hue,Truc_Tiep,2.5,1,1,0,0,0,1,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai",HD_Am_Thuc
KH4544,Nam,18-25,Ban_Be,5,19.7,4,Thu,Hue,Website_OTA,4.0,1,1,1,1,0,1,0,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH4545,Nu,36-45,Kham_Pha,5,15.8,3,Xuan,Da_Lat,Super_App_Vi_Dien_Tu,3.5,0,1,1,0,0,0,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH4546,Nu,55+,Cong_Tac,5,44.9,4,Thu,Da_Lat,Super_App_Vi_Dien_Tu,4.5,1,1,1,0,1,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4547,Nu,46-55,Cong_Tac,3,8.3,2,Xuan,Mui_Ne,Super_App_Vi_Dien_Tu,4.0,0,1,0,0,0,0,1,1,0,1,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
KH4548,Nam,26-35,Tuan_Trang_Mat,5,76.0,7,Ha,Hue,Truc_Tiep,2.5,0,0,0,0,1,0,0,0,1,1,0,0,DV_Tour_Va_Khu_Vui_Choi,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4549,Nam,18-25,Cong_Tac,1,5.5,3,Dong,Da_Nang,Truc_Tiep,2.5,0,1,1,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH4550,Nam,18-25,Ban_Be,4,22.0,4,Ha,Hue,Website_OTA,4.0,0,1,1,1,0,0,0,1,1,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH4551,Nu,36-45,Tuan_Trang_Mat,4,20.3,3,Thu,Da_Lat,Website_OTA,3.0,0,1,0,0,0,0,1,1,0,1,0,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH4552,Nu,18-25,Cong_Tac,1,3.1,4,Ha,Nha_Trang,Super_App_Vi_Dien_Tu,3.5,0,0,1,1,1,0,0,0,0,1,0,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH4553,Nu,26-35,Tuan_Trang_Mat,5,9.6,3,Dong,Sapa,App_Di_Dong,3.5,1,1,0,0,0,0,0,1,0,1,1,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
KH4554,Nam,36-45,Kham_Pha,5,49.9,6,Dong,Ha_Long,Truc_Tiep,4.0,0,1,1,0,1,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
KH4555,Nam,18-25,Cong_Tac,5,130.7,6,Xuan,Nha_Trang,Super_App_Vi_Dien_Tu,3.5,0,1,0,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH4556,Nam,46-55,Ban_Be,4,65.3,8,Dong,Hoi_An,Website_OTA,4.0,1,1,0,0,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4557,Nam,46-55,Tuan_Trang_Mat,6,34.4,2,Dong,Nha_Trang,Website_OTA,5.0,0,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
KH4558,Nu,26-35,Kham_Pha,4,37.3,6,Xuan,Mui_Ne,Website_OTA,3.0,0,1,0,0,0,0,1,0,0,1,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc"
KH4559,Nam,18-25,Ban_Be,3,27.3,8,Thu,Nha_Trang,Truc_Tiep,4.5,1,1,0,0,0,0,1,0,0,1,1,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH4560,Nam,36-45,Di_Mot_Minh,1,5.3,6,Xuan,Ha_Noi,Website_OTA,2.5,0,0,1,0,1,0,0,0,0,1,0,0,"DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH4561,Nu,55+,Di_Mot_Minh,1,6.1,6,Xuan,Da_Lat,Truc_Tiep,4.5,0,1,1,1,0,1,0,1,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Thue_Xe_Tu_Lai",HD_Leo_Nui_Trekking
KH4562,Nu,55+,Tuan_Trang_Mat,3,37.9,5,Thu,Mui_Ne,Super_App_Vi_Dien_Tu,3.0,0,1,0,0,1,0,1,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH4563,Nu,18-25,Cong_Tac,4,15.9,2,Xuan,Phu_Quoc,App_Di_Dong,3.5,0,1,0,0,1,0,1,1,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
KH4564,Nam,36-45,Tuan_Trang_Mat,6,88.4,6,Xuan,Ha_Long,App_Di_Dong,3.5,0,1,1,1,1,0,1,0,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi",HD_Tam_Bien
KH4565,Nu,55+,Tuan_Trang_Mat,5,19.2,4,Ha,Ha_Noi,Super_App_Vi_Dien_Tu,4.0,0,1,1,0,0,1,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Thue_Xe_Tu_Lai","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4566,Nu,18-25,Di_Mot_Minh,6,19.8,7,Ha,Ha_Noi,Website_OTA,3.5,0,1,1,1,0,0,0,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Am_Thuc,HD_Check_In"
KH4567,Nam,26-35,Cong_Tac,5,14.3,4,Xuan,Sapa,App_Di_Dong,3.5,1,1,0,0,0,1,0,1,0,1,1,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
KH4568,Nu,46-55,Kham_Pha,2,12.2,7,Dong,Sapa,Website_OTA,3.5,1,1,0,0,0,0,0,1,1,0,0,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich"
KH4569,Nam,18-25,Di_Mot_Minh,1,2.9,2,Thu,Da_Lat,Website_OTA,4.5,0,1,1,0,1,0,1,1,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH4570,Nam,36-45,Cong_Tac,2,18.9,6,Ha,Mui_Ne,Super_App_Vi_Dien_Tu,2.5,1,1,0,0,1,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
KH4571,Nam,26-35,Gia_Dinh,6,69.7,6,Ha,Phu_Quoc,Truc_Tiep,4.5,0,1,1,0,1,0,1,0,0,0,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In"
KH4572,Nam,26-35,Ban_Be,6,44.5,6,Thu,Sapa,Super_App_Vi_Dien_Tu,4.5,1,0,0,0,0,0,0,0,0,0,1,1,,"HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH4573,Nu,36-45,Ban_Be,5,96.3,7,Dong,Hue,Truc_Tiep,4.5,1,1,1,1,1,1,1,0,1,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH4574,Nam,18-25,Gia_Dinh,5,13.9,3,Ha,Ha_Noi,Super_App_Vi_Dien_Tu,4.0,1,1,1,0,1,0,0,1,0,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
KH4575,Nu,26-35,Cong_Tac,4,21.5,4,Dong,Ha_Long,Super_App_Vi_Dien_Tu,3.5,1,1,0,0,1,0,1,0,0,1,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In"
KH4576,Nam,36-45,Di_Mot_Minh,4,12.6,3,Xuan,Sapa,App_Di_Dong,2.5,0,1,0,0,0,0,0,1,0,0,0,0,DV_Khach_San_Homestay,HD_Leo_Nui_Trekking
KH4577,Nu,46-55,Kham_Pha,5,28.0,3,Dong,Da_Lat,App_Di_Dong,3.0,0,1,1,1,0,0,1,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH4578,Nu,26-35,Gia_Dinh,1,1.3,2,Ha,Sapa,Website_OTA,2.5,1,1,0,0,0,0,0,0,0,1,1,0,DV_Khach_San_Homestay,"HD_Am_Thuc,HD_Check_In"
KH4579,Nam,46-55,Cong_Tac,4,82.1,4,Ha,Phu_Quoc,Website_OTA,3.5,0,1,0,0,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH4580,Nam,55+,Ban_Be,6,46.9,3,Thu,Sapa,Truc_Tiep,3.5,0,0,0,0,0,0,0,1,1,1,0,0,,"HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4581,Nu,55+,Cong_Tac,4,40.4,4,Thu,Phu_Quoc,Website_OTA,2.5,1,1,1,0,0,0,0,0,1,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Tham_Quan_Di_Tich
KH4582,Nu,55+,Ban_Be,6,72.7,4,Ha,Mui_Ne,App_Di_Dong,3.0,0,1,0,0,0,0,1,0,1,0,0,0,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Tham_Quan_Di_Tich"
KH4583,Nu,26-35,Ban_Be,4,20.5,4,Thu,Da_Nang,Website_OTA,2.5,1,1,0,0,1,0,1,0,1,0,1,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Check_In"
KH4584,Nam,55+,Gia_Dinh,4,39.3,8,Xuan,Sapa,App_Di_Dong,2.5,0,1,0,0,0,0,0,1,1,1,0,1,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH4585,Nam,36-45,Gia_Dinh,6,36.4,3,Thu,Nha_Trang,Website_OTA,4.5,1,1,1,0,0,0,0,1,0,0,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay",HD_Leo_Nui_Trekking
KH4586,Nu,18-25,Di_Mot_Minh,5,15.5,2,Ha,Ha_Noi,App_Di_Dong,3.0,0,1,1,0,1,0,1,0,1,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH4587,Nu,55+,Gia_Dinh,2,11.0,4,Dong,Da_Lat,Truc_Tiep,4.5,0,0,1,0,0,1,0,1,0,0,0,0,"DV_Ve_May_Bay,DV_Thue_Xe_Tu_Lai",HD_Leo_Nui_Trekking
KH4588,Nam,55+,Kham_Pha,6,13.2,2,Dong,Da_Lat,Super_App_Vi_Dien_Tu,4.5,0,1,1,0,0,0,0,1,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4589,Nu,55+,Gia_Dinh,2,24.5,8,Xuan,Ha_Long,Truc_Tiep,4.5,1,1,0,1,0,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4590,Nam,55+,Ban_Be,6,20.5,2,Ha,Nha_Trang,Website_OTA,4.0,1,1,0,0,1,0,0,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi",HD_Am_Thuc
KH4591,Nu,55+,Tuan_Trang_Mat,6,7.9,3,Thu,Hoi_An,Super_App_Vi_Dien_Tu,2.5,1,0,0,0,1,0,0,0,1,0,0,0,DV_Tour_Va_Khu_Vui_Choi,HD_Tham_Quan_Di_Tich
KH4592,Nu,36-45,Gia_Dinh,3,7.6,2,Thu,Hue,App_Di_Dong,3.5,1,0,1,1,0,0,0,0,0,1,0,0,"DV_Ve_May_Bay,DV_Dua_Don_San_Bay",HD_Am_Thuc
KH4593,Nam,26-35,Tuan_Trang_Mat,2,19.9,5,Dong,Da_Lat,Website_OTA,3.0,0,1,1,0,0,0,0,1,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH4594,Nu,18-25,Kham_Pha,3,39.8,6,Xuan,Da_Nang,Website_OTA,4.5,1,1,0,0,1,0,1,0,0,0,1,1,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH4595,Nam,36-45,Gia_Dinh,2,18.6,6,Dong,Sapa,Website_OTA,4.0,0,1,0,0,0,1,1,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Thue_Xe_Tu_Lai","HD_Tam_Bien,HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH4596,Nam,46-55,Gia_Dinh,3,13.3,5,Dong,Hoi_An,Super_App_Vi_Dien_Tu,3.0,1,1,0,0,0,0,0,0,1,0,0,0,DV_Khach_San_Homestay,HD_Tham_Quan_Di_Tich
KH4597,Nu,18-25,Kham_Pha,6,50.1,5,Ha,Sapa,Truc_Tiep,5.0,1,1,0,0,0,0,0,0,0,1,0,1,DV_Khach_San_Homestay,"HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH4598,Nam,46-55,Ban_Be,1,12.2,6,Xuan,Da_Lat,Truc_Tiep,4.0,0,1,1,1,0,0,0,1,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Leo_Nui_Trekking,HD_Am_Thuc"
KH4599,Nam,18-25,Ban_Be,4,73.6,6,Thu,Hoi_An,Truc_Tiep,5.0,0,1,1,0,0,0,0,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH4600,Nam,26-35,Tuan_Trang_Mat,6,33.8,4,Dong,Da_Lat,Super_App_Vi_Dien_Tu,3.0,1,1,1,1,1,0,0,1,0,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH4601,Nu,26-35,Gia_Dinh,6,29.1,3,Thu,Da_Lat,Super_App_Vi_Dien_Tu,4.5,1,1,1,0,0,0,0,0,0,1,0,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay","HD_Am_Thuc,HD_Nghi_Duong_Chua_Lanh"
KH4602,Nam,36-45,Di_Mot_Minh,1,1.9,2,Ha,Ha_Noi,Truc_Tiep,4.0,1,1,1,1,0,0,0,0,1,1,1,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In"
KH4603,Nam,55+,Kham_Pha,2,7.8,4,Thu,Ha_Noi,Truc_Tiep,2.5,0,1,0,0,1,1,0,1,1,0,0,0,"DV_Khach_San_Homestay,DV_Tour_Va_Khu_Vui_Choi,DV_Thue_Xe_Tu_Lai","HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich"
KH4604,Nu,46-55,Gia_Dinh,4,31.5,8,Ha,Hue,Website_OTA,2.5,0,1,0,0,0,0,0,0,1,1,0,0,DV_Khach_San_Homestay,"HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4605,Nu,26-35,Cong_Tac,2,3.9,2,Ha,Sapa,Truc_Tiep,4.0,0,1,0,0,0,0,0,1,0,1,1,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Am_Thuc,HD_Check_In"
KH4606,Nam,55+,Tuan_Trang_Mat,2,7.4,4,Thu,Hoi_An,Truc_Tiep,3.0,0,1,0,1,1,0,0,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4607,Nu,55+,Gia_Dinh,6,102.2,5,Xuan,Phu_Quoc,Truc_Tiep,4.0,1,1,1,1,0,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4608,Nam,55+,Ban_Be,3,37.2,5,Xuan,Hue,App_Di_Dong,4.0,1,1,1,1,1,0,1,0,1,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4609,Nu,26-35,Tuan_Trang_Mat,5,50.1,5,Thu,Nha_Trang,App_Di_Dong,5.0,0,1,0,0,0,0,1,0,1,1,1,1,DV_Khach_San_Homestay,"HD_Tam_Bien,HD_Tham_Quan_Di_Tich,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH4610,Nu,46-55,Ban_Be,2,11.9,7,Ha,Da_Lat,Truc_Tiep,3.0,1,1,0,0,0,0,0,1,1,1,0,0,DV_Khach_San_Homestay,"HD_Leo_Nui_Trekking,HD_Tham_Quan_Di_Tich,HD_Am_Thuc"
KH4611,Nu,18-25,Gia_Dinh,1,41.9,8,Xuan,Ha_Long,Truc_Tiep,4.0,1,1,1,1,1,0,1,0,0,1,1,1,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Dua_Don_San_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc,HD_Check_In,HD_Nghi_Duong_Chua_Lanh"
KH4612,Nu,18-25,Kham_Pha,2,11.8,3,Thu,Nha_Trang,Truc_Tiep,4.0,0,1,1,0,1,0,1,0,0,1,0,0,"DV_Khach_San_Homestay,DV_Ve_May_Bay,DV_Tour_Va_Khu_Vui_Choi","HD_Tam_Bien,HD_Am_Thuc"
